address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zipcode,zpid
Address: 163 Laidley Street, San FranciscoSales price: 1380000Sales date: 10/30/2014Bedrooms: 0Square feet: 1362Lot size: 2500,163 Laidley St,2,2,2100,10/30/2014,1380000,37.739342,-122.428408,Glen Park,5,SingleFamily,1910,1721593,94131,15184067
Address: 475 28th Street, San FranciscoSales price: 1675000Sales date: 10/30/2014Bedrooms: 3Square feet: 1500Lot size: 2850,475 28th St,2,3,1577,10/30/2014,1675000,37.744689,-122.432811,Noe Valley,7,SingleFamily,1908,2153263,94131,15182931
Address: 201 Harrison Street #928, San FranciscoSales price: 485000Sales date: 10/29/2014Bedrooms: 0Square feet: 432Lot size: 38449,201 Harrison St APT 928,1,0,432,10/29/2014,485000,37.787336,-122.391218,South Beach,1,Condominium,1991,582496,94105,15148382
Address: 425 1st Street #4805, San FranciscoSales price: 915000Sales date: 10/29/2014Bedrooms: 1Square feet: 710Lot size: 56024,425 1st St UNIT 4805,1,1,710,10/29/2014,915000,37.786064,-122.392173,South Beach,3,Condominium,2008,1013566,94105,89238290
Address: 163 Shipley Street, San FranciscoSales price: 725000Sales date: 10/29/2014Bedrooms: 2Square feet: 801Lot size: 10427,163 Shipley St,1,2,801,10/29/2014,725000,37.780395,-122.401725,Yerba Buena,3,Townhouse,1992,842718,94107,15147899
Address: 219 Brannan Street #1G, San FranciscoSales price: 780000Sales date: 10/29/2014Bedrooms: 1Square feet: 1032Lot size: 82966,219 Brannan St UNIT 1G,1.5,1,1044,10/29/2014,780000,37.782575,-122.390364,South Beach,6,Condominium,2000,1287056,94107,53734634
Address: 106 Wool Street, San FranciscoSales price: 1565000Sales date: 10/29/2014Bedrooms: 0Square feet: 1062Lot size: 1746,106 Wool St,2,3,1062,10/29/2014,1565000,37.740251,-122.417236,Bernal Heights,5,SingleFamily,1900,1370844,94110,15162437
Address: 71 Cotter Street, San FranciscoSales price: 1150000Sales date: 10/29/2014Bedrooms: 0Square feet: 1170Lot size: 2495,71 Cotter St,2,2,1378,10/29/2014,1150000,37.727715,-122.434538,Mission Terrace,5,SingleFamily,1915,1019979,94112,15186729
Address: 95 Capistrano Avenue, San FranciscoSales price: 1410000Sales date: 10/29/2014Bedrooms: 0Square feet: 2317Lot size: 3358,95 Capistrano Ave,4,4,3000,10/29/2014,1410000,37.729088,-122.437019,Mission Terrace,15,SingleFamily,1913,2102370,94112,15186283
Address: 2865 Jackson Street #4, San FranciscoSales price: 1975000Sales date: 10/29/2014Bedrooms: 3Square feet: 1739Lot size: 6245,2865 Jackson St APT 4,2,3,1870,10/29/2014,1975000,37.79123,-122.44219,Pacific Heights,6,Condominium,1923,1950873,94115,15081280
Address: 2515 Sacramento Street, San FranciscoSales price: 2525000Sales date: 10/29/2014Bedrooms: 3Square feet: 2555Lot size: 3348,2515 Sacramento St,2,3,2555,10/29/2014,2525000,37.789453,-122.43484,Pacific Heights,6,Condominium,1890,4114306,94115,59700111
Address: 1932 Pierce Street, San FranciscoSales price: 2810000Sales date: 10/29/2014Bedrooms: 3Square feet: 1824Lot size: 2308,1932 Pierce St,3.5,4,2015,10/29/2014,2810000,37.788135,-122.436775,Lower Pacific Heights,8,SingleFamily,1900,3725480,94115,15075225
Address: 2270 29th Avenue, San FranciscoSales price: 890000Sales date: 10/29/2014Bedrooms: 0Square feet: 1550Lot size: 3000,2270 29th Ave,1,3,1550,10/29/2014,890000,37.745015,-122.486246,Parkside,6,SingleFamily,1931,993444,94116,15119384
Address: 286 Parnassus Avenue, San FranciscoSales price: 630000Sales date: 10/29/2014Bedrooms: 0Square feet: 0Lot size: 0,286 Parnassus Ave,1,1,574,10/29/2014,630000,37.76456,-122.453994,Haight-Ashbury,2,Condominium,1916,710965,94117,125244303
Address: 1725 Grove Street, San FranciscoSales price: 1230000Sales date: 10/29/2014Bedrooms: 0Square feet: 1103Lot size: 2186,1725 Grove St,2,2,1171,10/29/2014,1230000,37.774824,-122.44493,North Panhandle,7,Condominium,1911,1252994,94117,69819007
Address: 19 Topeka Avenue, San FranciscoSales price: 711000Sales date: 10/29/2014Bedrooms: 2Square feet: 1727Lot size: 2418,19 Topeka Ave,4,2,1727,10/29/2014,711000,37.735049,-122.400416,Silver Terrace,7,Townhouse,1939,846741,94124,15158024
Address: 55 Red Rock Way #201, San FranciscoSales price: 415000Sales date: 10/29/2014Bedrooms: 0Square feet: 592Lot size: 7396,55 Red Rock Way APT 201,1,0,592,10/29/2014,415000,37.746035,-122.44109,Diamond Heights,2,Condominium,1972,493610,94131,15199356
Address: 1352 Sanchez Street, San FranciscoSales price: 1050000Sales date: 10/29/2014Bedrooms: 0Square feet: 1040Lot size: 2085,1352 Sanchez St,1,2,1040,10/29/2014,1050000,37.747421,-122.429538,Noe Valley,4,Condominium,1900,1100087,94131,89237664
Address: 729 Bacon Street, San FranciscoSales price: 1090000Sales date: 10/29/2014Bedrooms: 3Square feet: 2540Lot size: 2495,729 Bacon St,3,5,2540,10/29/2014,1090000,37.725752,-122.409909,Portola,9,SingleFamily,2002,1300246,94134,15170112
Address: 250 King Street #810, San FranciscoSales price: 660000Sales date: 10/28/2014Bedrooms: 1Square feet: 822Lot size: 213232,250 King St UNIT 810,1,1,822,10/28/2014,660000,37.777645,-122.39343,South of Market,3,Condominium,2004,809234,94107,69819440
Address: 81 Frank Norris Street #401, San FranciscoSales price: 405000Sales date: 10/28/2014Bedrooms: 1Square feet: 541Lot size: 6909,81 Frank Norris St UNIT 401,1,1,541,10/28/2014,405000,37.789081,-122.420051,Downtown,3,Condominium,2007,606148,94109,82785333
Address: 1001 Pine Street #102, San FranciscoSales price: 860000Sales date: 10/28/2014Bedrooms: 0Square feet: 815Lot size: 18905,1001 Pine St APT 102,1,2,815,10/28/2014,860000,37.790348,-122.412568,Downtown,5,Condominium,1972,817251,94109,15068798
Address: 350 Alabama Street #12, San FranciscoSales price: 830000Sales date: 10/28/2014Bedrooms: 1Square feet: 1017Lot size: 15033,350 Alabama St APT 12,2,1,1017,10/28/2014,830000,37.76481,-122.41271,Mission,3,Condominium,2003,1062640,94110,64972812
Address: 883 Treat Avenue, San FranciscoSales price: 1360000Sales date: 10/28/2014Bedrooms: 3Square feet: 1250Lot size: 1559,883 Treat Ave,1,3,1250,10/28/2014,1360000,37.756092,-122.413113,Mission,5,SingleFamily,1921,1460502,94110,15145858
Address: 122 Farallones Street, San FranciscoSales price: 700000Sales date: 10/28/2014Bedrooms: 2Square feet: 1250Lot size: 3123,122 Farallones St,1,2,1250,10/28/2014,700000,37.714326,-122.456813,Oceanview,5,SingleFamily,1928,673888,94112,15194350
Address: 378 Winding Way, San FranciscoSales price: 768000Sales date: 10/28/2014Bedrooms: 0Square feet: 1432Lot size: 3024,378 Winding Way,2,3,1432,10/28/2014,768000,37.709711,-122.438273,Crocker Amazon,6,SingleFamily,1950,1114851,94112,15178420
Address: 648 Lisbon Street, San FranciscoSales price: 903000Sales date: 10/28/2014Bedrooms: 0Square feet: 1643Lot size: 2495,648 Lisbon St,2,4,1643,10/28/2014,903000,37.718261,-122.436774,Excelsior,7,SingleFamily,1964,787076,94112,15176344
Address: 464 Collingwood Street, San FranciscoSales price: 1350000Sales date: 10/28/2014Bedrooms: 2Square feet: 913Lot size: 3123,464 Collingwood St,1.5,2,1595,10/28/2014,1350000,37.754966,-122.435873,Eureka Valley - Dolores Heights - Castro,5,Condominium,1947,1617781,94114,64972386
Address: 4335 23rd Street, San FranciscoSales price: 2250000Sales date: 10/28/2014Bedrooms: 3Square feet: 3082Lot size: 2850,4335 23rd St,3,3,3082,10/28/2014,2250000,37.752302,-122.43996,Noe Valley,9,SingleFamily,1901,3354468,94114,15131741
Address: 2436 Great Highway #7, San FranciscoSales price: 780000Sales date: 10/28/2014Bedrooms: 2Square feet: 1223Lot size: 7469,2436 Great Hwy APT 7,2,2,1223,10/28/2014,780000,37.741103,-122.506346,Outer Parkside,5,Condominium,2002,959712,94116,69817476
Address: 34 Belgrave Avenue, San FranciscoSales price: 2326000Sales date: 10/28/2014Bedrooms: 2Square feet: 1436Lot size: 4996,34 Belgrave Ave,1.5,2,1436,10/28/2014,2326000,37.759842,-122.448605,Parnassus - Ashbury,5,SingleFamily,1937,2766443,94117,15128650
Address: 2773 McAllister Street, San FranciscoSales price: 1060000Sales date: 10/28/2014Bedrooms: 2Square feet: 1197Lot size: 3436,2773 Mcallister St,1,2,1197,10/28/2014,1060000,37.775033,-122.457794,Lone Mountain,5,SingleFamily,1908,1338618,94118,63196877
Address: 727 Ulloa Street, San FranciscoSales price: 690000Sales date: 10/28/2014Bedrooms: 2Square feet: 1175Lot size: 3000,727 Ulloa St,1,2,1175,10/28/2014,690000,37.740519,-122.463607,West Portal,5,SingleFamily,1922,1495554,94127,15135611
Address: 131 San Pablo Avenue, San FranciscoSales price: 2850000Sales date: 10/28/2014Bedrooms: 4Square feet: 3300Lot size: 4382,131 San Pablo Ave,3,4,3700,10/28/2014,2850000,37.737856,-122.462038,St. Francis Wood,13,SingleFamily,1974,3139221,94127,15136748
Address: 179 Flood Avenue, San FranciscoSales price: 650000Sales date: 10/28/2014Bedrooms: 0Square feet: 968Lot size: 2809,179 Flood Ave,4,4,1900,12/29/2015,1538000,37.729648,-122.4438,Sunnyside,8,SingleFamily,1924,1902282,94131,15139841
Address: 8400 Oceanview Terrace #120, San FranciscoSales price: 390000Sales date: 10/28/2014Bedrooms: 1Square feet: 669Lot size: 325629,8400 Oceanview Ter APT 120,1,1,669,10/28/2014,390000,37.71048,-122.467645,Ingleside Heights,3,Condominium,2002,541542,94132,67395060
Address: 35 Nibbi Court, San FranciscoSales price: 735000Sales date: 10/28/2014Bedrooms: 3Square feet: 1375Lot size: 3271,35 Nibbi Ct,2,4,1375,10/28/2014,735000,37.710458,-122.396152,Little Hollywood,7,SingleFamily,1972,840904,94134,15155473
Address: 601 Van Ness Avenue #108, San FranciscoSales price: 388000Sales date: 10/27/2014Bedrooms: 1Square feet: 518Lot size: 105806,601 Van Ness Ave APT 108,1,1,518,10/27/2014,388000,37.781386,-122.421406,Van Ness - Civic Center,2,Condominium,1982,480765,94102,15077632
Address: 2068 3rd Street #T17, San FranciscoSales price: 724000Sales date: 10/27/2014Bedrooms: 1Square feet: 768Lot size: 7762,2068 3rd St # T17,2,1,768,10/27/2014,724000,37.76345,-122.389114,Central Waterfront - Dogpatch,3,Condominium,1999,829542,94107,80749786
Address: 311 Jersey Street, San FranciscoSales price: 1670000Sales date: 10/27/2014Bedrooms: 0Square feet: 1070Lot size: 2508,311 Jersey St,1,2,1386,10/27/2014,1670000,37.750348,-122.432374,Noe Valley,6,SingleFamily,1900,1912193,94114,15180978
Address: 260 King Street #661, San FranciscoSales price: 500000Sales date: 10/24/2014Bedrooms: 0Square feet: 618Lot size: 213232,260 King St UNIT 661,1,0,650,10/24/2014,500000,37.777641,-122.393417,South of Market,2,Condominium,2004,699607,94107,69819765
Address: 664 Wisconsin Street, San FranciscoSales price: 3300000Sales date: 10/24/2014Bedrooms: 3Square feet: 2329Lot size: 2500,664 Wisconsin St,3,4,2500,10/24/2014,3300000,37.758885,-122.399404,Potrero Hill,7,SingleFamily,1930,3819355,94107,15150544
Address: 1450 Post Street #612, San FranciscoSales price: 270000Sales date: 10/24/2014Bedrooms: 0Square feet: 700Lot size: 26443,1450 Post St APT 612,1,1,700,10/24/2014,270000,37.786361,-122.425831,Lower Pacific Heights,3,Condominium,1992,612918,94109,15076236
Address: 3184 Mission Street #406, San FranciscoSales price: 999500Sales date: 10/24/2014Bedrooms: 2Square feet: 1211Lot size: 12199,3184 Mission St APT 406,2,2,1211,10/24/2014,999500,37.74615,-122.41983,Bernal Heights,5,Condominium,2006,1172937,94110,83153112
Address: 1666 Florida Street, San FranciscoSales price: 1040000Sales date: 10/24/2014Bedrooms: 0Square feet: 2235Lot size: 3118,1666 Florida St,3,5,2235,10/24/2014,1040000,37.746779,-122.409221,Bernal Heights,14,MultiFamily2To4,1902,1719197,94110,15159839
Address: 3315 Cesar Chavez, San FranciscoSales price: 1115000Sales date: 10/24/2014Bedrooms: 0Square feet: 1660Lot size: 2186,3315 Cesar Chavez,1.5,3,1660,10/24/2014,1115000,37.747946,-122.41628,Bernal Heights,6,SingleFamily,1923,1126492,94110,15159655
Address: 43 Ruth Street, San FranciscoSales price: 550000Sales date: 10/24/2014Bedrooms: 0Square feet: 0Lot size: 2543,43 Ruth St,1.5,3,1850,8/25/2015,1165000,37.723152,-122.436875,Mission Terrace,4,SingleFamily,1921,923840,94112,15188280
Address: 305 Baltimore Way, San FranciscoSales price: 815000Sales date: 10/24/2014Bedrooms: 3Square feet: 1428Lot size: 4961,305 Baltimore Way,2,4,1616,10/24/2014,815000,37.708268,-122.437289,Crocker Amazon,7,SingleFamily,1961,1273591,94112,15179871
Address: 227 Naglee Avenue, San FranciscoSales price: 850000Sales date: 10/24/2014Bedrooms: 0Square feet: 1782Lot size: 1894,227 Naglee Ave,2.5,3,1782,10/24/2014,850000,37.713358,-122.448621,Outer Mission,7,SingleFamily,1975,847318,94112,15193991
Address: 177 College Avenue, San FranciscoSales price: 1325000Sales date: 10/24/2014Bedrooms: 0Square feet: 1822Lot size: 2474,177 College Ave,2.5,3,1822,10/24/2014,1325000,37.735529,-122.425502,Bernal Heights,6,SingleFamily,1924,952573,94112,15184310
Address: 207 Hoffman Avenue, San FranciscoSales price: 1875000Sales date: 10/24/2014Bedrooms: 4Square feet: 1405Lot size: 2247,207 Hoffman Ave,2,4,2200,10/24/2014,1875000,37.752181,-122.440494,Noe Valley,14,SingleFamily,1900,1939587,94114,15131734
Address: 2255 Washington Street, San FranciscoSales price: 2400000Sales date: 10/24/2014Bedrooms: 3Square feet: 1731Lot size: 3289,2255 Washington St,2.5,3,1800,10/24/2014,2400000,37.791832,-122.430321,Pacific Heights,10,Condominium,1947,2549735,94115,69818924
Address: 319 Frederick Street, San FranciscoSales price: 1400000Sales date: 10/24/2014Bedrooms: 2Square feet: 1434Lot size: 2519,319 Frederick St,1,2,1434,10/24/2014,1400000,37.76671,-122.448479,Haight-Ashbury,5,Condominium,1907,1417477,94117,15087666
Address: 365 7th Avenue, San FranciscoSales price: 720000Sales date: 10/24/2014Bedrooms: 2Square feet: 850Lot size: 3615,365 7th Ave,1,2,850,10/24/2014,720000,37.781691,-122.465735,Inner Richmond,4,Condominium,1905,903798,94118,15091685
Address: 4037 Moraga Street, San FranciscoSales price: 850000Sales date: 10/24/2014Bedrooms: 2Square feet: 850Lot size: 2469,4037 Moraga St,1,2,850,10/24/2014,850000,37.754558,-122.506183,Outer Sunset,4,SingleFamily,1941,1675872,94122,15110093
Address: 1222 17th Avenue, San FranciscoSales price: 915000Sales date: 10/24/2014Bedrooms: 2Square feet: 1500Lot size: 3000,1222 17th Ave,1,2,1500,10/24/2014,915000,37.765052,-122.47475,Inner Sunset,5,Condominium,1926,1279811,94122,15102062
Address: 1362 21st Avenue, San FranciscoSales price: 1235000Sales date: 10/24/2014Bedrooms: 0Square feet: 1275Lot size: 2996,1362 21st Ave,1,2,1275,10/24/2014,1235000,37.762312,-122.478857,Central Sunset,6,SingleFamily,1923,959156,94122,15103014
Address: 2724 Baker Street, San FranciscoSales price: 1790000Sales date: 10/24/2014Bedrooms: 2Square feet: 1453Lot size: 2500,2724 Baker St,2.5,3,1825,10/24/2014,1790000,37.796131,-122.445414,Cow Hollow,5,Condominium,1939,2776844,94123,111921833
Address: 3024 Pierce Street, San FranciscoSales price: 3422500Sales date: 10/24/2014Bedrooms: 0Square feet: 1902Lot size: 2308,3024 Pierce St,2,3,2500,10/24/2014,3422500,37.798013,-122.438753,Cow Hollow,8,SingleFamily,1904,4087279,94123,15071268
Address: 29 Latona Street, San FranciscoSales price: 502500Sales date: 10/24/2014Bedrooms: 0Square feet: 0Lot size: 0,29 Latona St,1,2,1018,10/24/2014,502500,37.731915,-122.392428,Bayview,5,Condominium,1963,636980,94124,124860923
Address: 1200 Revere Avenue, San FranciscoSales price: 605000Sales date: 10/24/2014Bedrooms: 6Square feet: 2864Lot size: 3750,1200 Revere Ave,5,6,2864,10/24/2014,605000,37.727705,-122.382645,Bayview,13,Duplex,1925,1113121,94124,15153836
Address: 990 Duncan Street #208G, San FranciscoSales price: 725000Sales date: 10/24/2014Bedrooms: 2Square feet: 1175Lot size: 6897,990 Duncan St APT G208,2,2,1175,10/24/2014,725000,37.745299,-122.442617,Diamond Heights,4,Condominium,1972,847129,94131,15199144
Address: 818 Duncan Street, San FranciscoSales price: 1735000Sales date: 10/24/2014Bedrooms: 0Square feet: 1072Lot size: 3036,818 Duncan St,2,3,1900,10/24/2014,1735000,37.745645,-122.438441,Diamond Heights,5,SingleFamily,1946,1795564,94131,15199386
Address: 3687 Market Street, San FranciscoSales price: 1740000Sales date: 10/24/2014Bedrooms: 0Square feet: 1596Lot size: 2495,3687 Market St,2,3,1596,10/24/2014,1740000,37.754881,-122.441361,Twin Peaks,5,SingleFamily,1941,1387281,94131,15130533
Address: 124 Inverness Drive, San FranciscoSales price: 1000000Sales date: 10/24/2014Bedrooms: 0Square feet: 2073Lot size: 2896,124 Inverness Dr,2,3,2073,10/24/2014,1000000,37.732004,-122.482457,Lakeshore,7,SingleFamily,1941,1334855,94132,15196558
Address: 1034 Filbert Street #246, San FranciscoSales price: 1715000Sales date: 10/24/2014Bedrooms: 0Square feet: 1151Lot size: 5116,1034 Filbert St APT 246,2,1,1151,10/24/2014,1715000,37.800744,-122.416641,Russian Hill,4,Condominium,1928,1224342,94133,15065390
Address: 275 Harvard Street, San FranciscoSales price: 505000Sales date: 10/24/2014Bedrooms: 4Square feet: 980Lot size: 3000,275 Harvard St,1,2,980,4/29/2015,712000,37.726359,-122.420227,Portola,6,SingleFamily,1929,708327,94134,15167477
Address: 2011 3rd Street #6, San FranciscoSales price: 910000Sales date: 10/23/2014Bedrooms: 0Square feet: 1210Lot size: 4992,2011 3rd St APT 6,2,2,1210,10/23/2014,910000,37.763946,-122.388481,Central Waterfront - Dogpatch,4,Condominium,1997,1178344,94107,80735693
Address: 900 Bush Street #612, San FranciscoSales price: 612000Sales date: 10/23/2014Bedrooms: 2Square feet: 892Lot size: 37816,900 Bush St APT 612,2,2,892,10/23/2014,612000,37.789945,-122.412735,Downtown,5,Condominium,1982,880077,94109,15069017
Address: 88 Hoff Street #207, San FranciscoSales price: 888000Sales date: 10/23/2014Bedrooms: 2Square feet: 942Lot size: 10651,88 Hoff St APT 207,1.5,1,942,10/23/2014,888000,37.763907,-122.420719,Mission,3,Condominium,1999,813374,94110,15143898
Address: 101 Lombard Street #812W, San FranciscoSales price: 1400000Sales date: 10/23/2014Bedrooms: 0Square feet: 1518Lot size: 113438,101 Lombard St APT 812W,2,2,1718,10/23/2014,1400000,37.80347,-122.40409,Telegraph Hill,5,Condominium,1983,1603940,94111,15065002
Address: 67 Arago Street, San FranciscoSales price: 637500Sales date: 10/23/2014Bedrooms: 0Square feet: 1012Lot size: 1698,67 Arago St,2,3,1012,8/11/2015,1225888,37.727116,-122.443255,Mission Terrace,5,SingleFamily,1930,1286368,94112,15140268
Address: 373 Cumberland Street, San FranciscoSales price: 2025000Sales date: 10/23/2014Bedrooms: 0Square feet: 1910Lot size: 2848,373 Cumberland St,2.5,2,1910,10/23/2014,2025000,37.758417,-122.431904,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1908,3050407,94114,15145111
Address: 1951 Ofarrell Street, San FranciscoSales price: 485000Sales date: 10/23/2014Bedrooms: 1Square feet: 638Lot size: 12375,1951 Ofarrell St,1,1,638,10/23/2014,485000,37.782489,-122.43676,Western Addition,2,Condominium,1890,646593,94115,15077349
Address: 2462 28th Avenue, San FranciscoSales price: 1225000Sales date: 10/23/2014Bedrooms: 0Square feet: 1135Lot size: 4077,2462 28th Ave,3,4,2340,10/27/2014,1295000,37.741458,-122.484925,Parkside,8,SingleFamily,1915,1339092,94116,15122372
Address: 282 Frederick Street, San FranciscoSales price: 1531000Sales date: 10/23/2014Bedrooms: 3Square feet: 1608Lot size: 2575,282 Frederick St,1.25,3,1608,10/23/2014,1531000,37.767275,-122.447805,Haight-Ashbury,7,Condominium,1900,1629330,94117,15087160
